,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
334,394637,385,"Grand Forks, ND",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,41.0,41.0,43.0,46.0,46.0,47.0,46.0,44.0,45.0,49.0,49.0,45.0,45.0,52.0,50.0,51.0,48.0,43.0,46.0,43.0,43.0,46.0,42.0,48.0,46.0,48.0,45.0,42.0,42.0,40.0
335,394689,386,"Hot Springs, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29.0,32.0,35.0,30.0,32.0,32.0,37.0,30.0,30.0,31.0,28.0,30.0,30.0,28.0,31.0
336,395166,388,"Truckee, CA",msa,CA,32.0,31.0,31.0,29.0,30.0,31.0,33.0,30.0,30.0,31.0,30.0,31.0,33.0,30.0,30.0,30.0,27.0,31.0,31.0,31.0,33.0,34.0,33.0,35.0,36.0,30.0,32.0,37.0,33.0,30.0,33.0,35.0,38.0,38.0,35.0,36.0,36.0,32.0,33.0,32.0,30.0,32.0,31.0,33.0,31.0,32.0,30.0,31.0,38.0,27.0,29.0,29.0,29.0,30.0,29.0,29.0,30.0
337,395190,389,"Victoria, TX",msa,TX,36.0,33.0,36.0,35.0,35.0,34.0,34.0,35.0,35.0,34.0,33.0,32.0,35.0,31.0,32.0,33.0,35.0,34.0,34.0,34.0,36.0,34.0,33.0,32.0,39.0,31.0,33.0,34.0,39.0,35.0,36.0,36.0,39.0,35.0,34.0,33.0,34.0,31.0,37.0,34.0,36.0,37.0,36.0,39.0,36.0,34.0,36.0,36.0,38.0,32.0,32.0,33.0,35.0,32.0,32.0,31.0,29.0
338,395086,391,"Sevierville, TN",msa,TN,40.0,35.0,36.0,36.0,37.0,38.0,36.0,39.0,38.0,36.0,33.0,35.0,35.0,39.0,34.0,36.0,36.0,36.0,38.0,36.0,38.0,38.0,38.0,40.0,39.0,35.0,37.0,41.0,35.0,37.0,37.0,41.0,41.0,41.0,44.0,42.0,42.0,39.0,41.0,41.0,43.0,44.0,47.0,46.0,47.0,45.0,47.0,48.0,48.0,47.0,43.0,43.0,45.0,42.0,40.0,35.0,37.0
339,395090,392,"Shelby, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,15.0,38.0,40.0,35.0,45.0,42.0,37.0,38.0,43.0,40.0,37.0,42.0,38.0,40.0,45.0,37.0,48.0,30.0,38.0,37.0,39.0,39.0,34.0,38.0,37.0,39.0,38.0,36.0,41.0,36.0,37.0,33.0,36.0,33.0,32.0,33.0,34.0
340,395038,393,"Rome, GA",msa,GA,27.0,27.0,32.0,29.0,29.0,30.0,29.0,23.0,28.0,28.0,26.0,24.0,27.0,24.0,28.0,28.0,28.0,27.0,30.0,27.0,30.0,25.0,25.0,23.0,30.0,28.0,31.0,29.0,31.0,30.0,31.0,29.0,30.0,31.0,33.0,29.0,32.0,28.0,28.0,30.0,28.0,30.0,26.0,29.0,29.0,30.0,31.0,28.0,34.0,29.0,29.0,31.0,30.0,25.0,28.0,26.0,30.0
341,394302,395,"Adrian, MI",msa,MI,36.0,36.0,31.0,41.0,41.0,41.0,43.0,43.0,41.0,32.0,42.0,38.0,31.0,32.0,21.0,20.0,30.0,35.0,38.0,38.0,42.0,40.0,38.0,39.0,38.0,36.0,36.0,47.0,50.0,38.0,41.0,44.0,43.0,46.0,49.0,50.0,49.0,38.0,42.0,42.0,42.0,43.0,40.0,22.0,22.0,18.0,19.0,28.0,22.0,22.0,22.0,22.0,22.0,18.0,21.0,22.0,22.0
342,394542,396,"Dubuque, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,46.0,43.0,43.0,40.0,40.0,42.0
343,394441,397,"Cape Girardeau, MO",msa,MO,35.0,35.0,37.0,35.0,37.0,37.0,40.0,37.0,35.0,39.0,37.0,36.0,37.0,36.0,37.0,36.0,36.0,38.0,35.0,35.0,37.0,36.0,37.0,36.0,35.0,35.0,36.0,36.0,43.0,38.0,36.0,40.0,39.0,43.0,39.0,42.0,43.0,36.0,39.0,39.0,41.0,41.0,37.0,33.0,38.0,36.0,35.0,35.0,41.0,35.0,34.0,31.0,36.0,32.0,36.0,33.0,34.0
